sample_index,fish_id,bout_index,partition,view_a_changed_elements,view_a_changed_element_fraction,view_a_changed_timesteps,view_a_changed_timestep_fraction,view_a_mean_abs_change,view_a_max_abs_change,view_a_finite,view_a_shape_ok,view_b_changed_elements,view_b_changed_element_fraction,view_b_changed_timesteps,view_b_changed_timestep_fraction,view_b_mean_abs_change,view_b_max_abs_change,view_b_finite,view_b_shape_ok,views_equal
37,DS005-JM-F001,37,train,12,0.022857142857142857,4,0.022857142857142857,0.012191688641905785,0.9395378232002258,True,True,12,0.022857142857142857,4,0.022857142857142857,0.011942818760871887,0.9315176010131836,True,True,False
38,DS005-JM-F001,38,train,35,0.06666666666666667,13,0.07428571428571429,0.03743266686797142,1.0,True,True,39,0.07428571428571429,13,0.07428571428571429,0.1083201915025711,4.036854267120361,True,True,False
39,DS005-JM-F001,39,train,36,0.06857142857142857,12,0.06857142857142857,0.05938086286187172,3.5439116954803467,True,True,0,0.0,0,0.0,0.0,0.0,True,True,False
40,DS005-JM-F001,40,train,8,0.015238095238095238,4,0.022857142857142857,0.012807607650756836,1.0,True,True,0,0.0,0,0.0,0.0,0.0,True,True,False
41,DS005-JM-F001,41,train,0,0.0,0,0.0,0.0,0.0,True,True,39,0.07428571428571429,13,0.07428571428571429,0.0404542051255703,1.7967983484268188,True,True,False
42,DS005-JM-F001,42,train,0,0.0,0,0.0,0.0,0.0,True,True,2,0.0038095238095238095,1,0.005714285714285714,0.003201901912689209,1.0,True,True,False
43,DS005-JM-F001,43,train,14,0.02666666666666667,7,0.04,0.022413313388824463,1.0,True,True,32,0.06095238095238095,16,0.09142857142857143,0.051230430603027344,1.0,True,True,False
44,DS005-JM-F001,44,train,24,0.045714285714285714,8,0.045714285714285714,0.025959858670830727,0.9563383460044861,True,True,0,0.0,0,0.0,0.0,0.0,True,True,False
45,DS005-JM-F001,45,train,0,0.0,0,0.0,0.0,0.0,True,True,18,0.03428571428571429,6,0.03428571428571429,0.018839428201317787,0.7369500994682312,True,True,False
46,DS005-JM-F001,46,train,0,0.0,0,0.0,0.0,0.0,True,True,0,0.0,0,0.0,0.0,0.0,True,True,True
47,DS005-JM-F001,47,train,0,0.0,0,0.0,0.0,0.0,True,True,0,0.0,0,0.0,0.0,0.0,True,True,True
48,DS005-JM-F001,48,train,36,0.06857142857142857,12,0.06857142857142857,0.0403972864151001,0.756708562374115,True,True,51,0.09714285714285714,17,0.09714285714285714,0.05274660140275955,0.7404726147651672,True,True,False
49,DS005-JM-F001,49,train,26,0.049523809523809526,13,0.07428571428571429,0.041624728590250015,1.0,True,True,0,0.0,0,0.0,0.0,0.0,True,True,False
50,DS005-JM-F001,50,train,0,0.0,0,0.0,0.0,0.0,True,True,18,0.03428571428571429,6,0.03428571428571429,0.017811380326747894,0.8699919581413269,True,True,False
51,DS005-JM-F001,51,train,0,0.0,0,0.0,0.0,0.0,True,True,30,0.05714285714285714,15,0.08571428571428572,0.048028528690338135,1.0,True,True,False
52,DS005-JM-F001,52,train,32,0.06095238095238095,16,0.09142857142857143,0.051230430603027344,1.0,True,True,30,0.05714285714285714,15,0.08571428571428572,0.048028528690338135,1.0,True,True,False
53,DS005-JM-F001,53,train,44,0.0838095238095238,15,0.08571428571428572,0.048052623867988586,1.0,True,True,0,0.0,0,0.0,0.0,0.0,True,True,False
54,DS005-JM-F001,54,train,40,0.0761904761904762,16,0.09142857142857143,0.05435808748006821,1.0,True,True,21,0.04,7,0.04,0.025003092363476753,0.8305962681770325,True,True,False
55,DS005-JM-F001,55,train,19,0.03619047619047619,7,0.04,0.02447718195617199,1.0,True,True,45,0.08571428571428572,15,0.08571428571428572,0.043063435703516006,0.7878506183624268,True,True,False
56,DS005-JM-F001,56,train,42,0.08,14,0.08,0.04584803432226181,0.8249902129173279,True,True,38,0.07238095238095238,17,0.09714285714285714,0.057161349803209305,1.0,True,True,False
57,DS005-JM-F001,57,train,0,0.0,0,0.0,0.0,0.0,True,True,3,0.005714285714285714,1,0.005714285714285714,0.0037002244498580694,0.8627909421920776,True,True,False
58,DS005-JM-F001,58,train,0,0.0,0,0.0,0.0,0.0,True,True,33,0.06285714285714286,11,0.06285714285714286,0.03316602110862732,0.8898228406906128,True,True,False
59,DS005-JM-F001,59,train,11,0.02095238095238095,5,0.02857142857142857,0.01598478853702545,1.0,True,True,12,0.022857142857142857,4,0.022857142857142857,0.01615191623568535,1.2823772430419922,True,True,False
60,DS005-JM-F001,60,train,51,0.09714285714285714,17,0.09714285714285714,0.04842842370271683,0.9865453243255615,True,True,24,0.045714285714285714,8,0.045714285714285714,0.021964069455862045,0.9738872051239014,True,True,False
61,DS005-JM-F001,61,train,22,0.0419047619047619,11,0.06285714285714286,0.0352209210395813,1.0,True,True,21,0.04,7,0.04,0.022118231281638145,0.9246894121170044,True,True,False
